Title,DOI,Sample Name,Main Transition Metal Type,Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Electronic Afiinity,Number of d electrons,Covalent Radius,Second Transition Metal Type,Carbon Material Type,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Second Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),O Content (wt. %),C Content (wt. %),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (～C),Pyrolysis Time (h),Rising Rate (～C min-1),Product,Electrolyte,Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane,Nafion Membrane Thickness (米m),Electrode Substrate Type,Carbon Paper/Glassy Carbon,Electrode Area cm2,lsv speed (mV/s),Electrolyte pH,FE of Product (CO) at -0.2V (vs.RHE),FE of Product (CO) at -0.3V (vs.RHE),FE of Product (CO) at -0.4V (vs.RHE),FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),FE of Product (CO) at -1V (vs.RHE),FE of Product (CO) at -1.1V (vs.RHE),FE of Product (CO) at -1.2V (vs.RHE),Partial Current Censity (CO) at -0.2V (vs.RHE),Partial Current Censity (CO) at -0.3V (vs.RHE),Partial Current Censity (CO) at -0.4V (vs.RHE),Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Censity (CO) at -1.0V (vs.RHE),Partial Current Censity (CO) at -1.1V (vs.RHE),Partial Current Censity (CO) at -1.2V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) 灰=E-Eo,COㄛ-0.11 eVㄛFormateㄛ-0.011",Overpotential (V),Maximum FE,Partial Current Density at Maximum FE (mA/cm2),Long-term durability(hㄘ,Long-term durability=FE decrease%/奀潔ㄗhㄘ,TOF Reported (h-1),Tafel Slope
"Atomically dispersed Ni(i) as the active site for 
electrochemical CO2 reduction",10.1038/s41560-017-0078-8,Ni-NG,Ni,58.693,28,7.61,1.91,111.54,8,121,none,graphene,0,0,1,0,0,0,0,5.0164692,0,3.699912124,4,8.700781092,82.58283758,41.26935925,23.53477073,22.77558457,12.42028545,,250,1,900,2,3,CO,KHCO3,0,0.5,0.1,nafion 117,177.8,glassy carbon,0,1,5,7.3,,,13.49181,44.1426,64.61312,75.08932,71.07282,60.1544,46.34787,31.17014,19.91597,,,0.15582231,0.821586485,1.241689711,3.628413559,6.514136673,9.873863525,22.40181656,,,-0.73,-0.62,0.62,77.16,3.628413559,,,,160
"Atomically dispersed Ni(i) as the active site for 
electrochemical CO2 reduction",10.1038/s41560-017-0078-8,A-Ni-NG,Ni,58.693,28,7.61,1.91,111.54,8,121,none,graphene,0,0,1,0,0,0,0,3.769866261,0,9.215065035,4,6.490775497,80.52429321,48.32413249,28.3714511,11.04100946,12.26340694,,304,1,900,2,3,CO,KHCO3,0,0.5,0.1,nafion 117,177.8,glassy carbon,0,1,5,7.3,,,38.3053,67.48581,87.43456,94.31781,96.26776,96.56057,94.62755,92.09973,86.74737,,,0.442403232,1.45225414,7.502934463,27.0901123,43.70067264,57.83247179,79.40136213,,,-0.925,-0.815,0.815,97.04,57.83247179,,,,108
"Atomically dispersed Ni(i) as the active site for 
electrochemical CO2 reduction",10.1038/s41560-017-0078-8,A-Ni-NSG,Ni,58.693,28,7.61,1.91,111.54,8,121,none,graphene,0,0,1,0,0,0,0,2.181540012,0,10.18967142,2,7.375451592,80.25333698,53.31096592,20.71340279,14.46229913,11.51333216,,406,1,900,2,3,CO,KHCO3,0,0.5,0.1,nafion 117,177.8,glassy carbon,0,1,5,7.3,,,83.94653,94.23098,97.30676,97.18106,94.83158,92.44139,89.53989,86.31488,83.92026,,,0.987379086,2.092870066,8.57753251,32.90723674,52.95307234,70.59019592,,,,-0.625,-0.515,0.515,97.22,8.57753251,,,14800,114
Atomically Dispersed Nickel(I) on an Alloy坼Encapsulated Nitrogen坼Doped Carbon Nanotube Array for High坼Performance Electrochemical CO2 Reduction Reaction,10.1002/anie.202002984,Ni-NCNT@Ni,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,13,0,6.469933045,4,3.270038997,78.13238348,53.2,15.3,26.8,4.7,,,0,650,3,5,CO,KHCO3,0,0.5,0.5,nafion 117,177.8,carbon paper,1,1,5,7.3,,,2.48303,7.08353,17.2779,29.32279,39.04708,41.10782,35.73374,,,,,0.032078513,0.144015957,0.496737897,1.151203939,2.045250908,2.784364194,2.785866691,,,-0.828,-0.718,0.718,41.41,2.358543819,,,,
Atomically Dispersed Nickel(I) on an Alloy坼Encapsulated Nitrogen坼Doped Carbon Nanotube Array for High坼Performance Electrochemical CO2 Reduction Reaction,10.1002/anie.202002984,NiI -NCNT@Ni,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,6.11,0,7.347705754,4,3.297994183,82.13025682,58.5,15.6,21.3,4.6,,,1,650,3,5,CO,KHCO3,0,0.5,0.5,nafion 117,177.8,carbon paper,1,1,5,7.3,,,18.24348,51.68042,67.55611,75.90852,77.22847,73.73535,64.54121,,,,,1.01704,6.27412,18.54672,32.1909,39.80252,,,,,-0.731,-0.621,0.621,78.15,35.42628,,,,106
Atomically Dispersed Nickel(I) on an Alloy坼Encapsulated Nitrogen坼Doped Carbon Nanotube Array for High坼Performance Electrochemical CO2 Reduction Reaction,10.1002/anie.202002984,Ni-NCNT@Ni9Cu,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,10.48,0,9.547383551,4,2.340214278,76.99947631,57.4,23.3,15.9,3.4,,,0,650,3,5,CO,KHCO3,0,0.5,0.5,nafion 117,177.8,carbon paper,1,1,5,7.3,,,27.07383,42.35662,44.09955,48.94599,66.67246,74.46753,69.93589,,,,,0.200430271,0.520524739,0.873232829,1.457175963,2.71914294,3.882781695,,,,-0.929,-0.819,0.819,75.15,4.211548785,,,,
Atomically Dispersed Nickel(I) on an Alloy坼Encapsulated Nitrogen坼Doped Carbon Nanotube Array for High坼Performance Electrochemical CO2 Reduction Reaction,10.1002/anie.202002984,NiI -NCNT@Ni9Cu,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,4.02,0,11.37358606,4,2.688675331,81.43722417,64.1,20.2,13.4,2.3,,,1,650,3,5,CO,KHCO3,0,0.5,0.5,nafion 117,177.8,carbon paper,1,1,5,7.3,,,15.65084,65.04368,89.83949,95.2263,93.6213,88.5834,82.61025,,,,,0.40301,3.94017,13.16224,24.86515,35.5357,,,,,-0.726,-0.616,0.616,95.9,24.86515,,,1962,98
Atomically Dispersed Nickel(I) on an Alloy坼Encapsulated Nitrogen坼Doped Carbon Nanotube Array for High坼Performance Electrochemical CO2 Reduction Reaction,10.1002/anie.202002984,Ni-NCNT@NiCu,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,7.53,0,8.808216874,4,11.58883558,69.74650837,55.3,19.3,21.35,4.05,,,0,650,3,5,CO,KHCO3,0,0.5,0.5,nafion 117,177.8,carbon paper,1,1,5,7.3,,,9.36616,26.83764,43.21631,53.86556,61.2725,66.31305,66.55434,,,,,0.076492492,0.286894372,0.576734622,0.927171725,1.405303169,2.016792052,,,,-0.93,-0.82,0.82,67.6,2.2300564,,,,
Atomically Dispersed Nickel(I) on an Alloy坼Encapsulated Nitrogen坼Doped Carbon Nanotube Array for High坼Performance Electrochemical CO2 Reduction Reaction,10.1002/anie.202002984,NiI -NCNT@NiCu,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,2.28,0,7.679501339,4,17.52121019,71.51744233,61.3,17.9,17.35,3.45,,,1,650,3,5,CO,KHCO3,0,0.5,0.5,nafion 117,177.8,carbon paper,1,1,5,7.3,,,34.78325,67.89636,83.16105,88.8149,88.13698,83.84647,74.58638,,,,,0.94311,2.38671,6.34695,14.03384,20.54156,,,,,-0.73,-0.62,0.62,89.7,16.03817,,,,175
"Atomically Dispersed Transition Metals on Carbon Nanotubes 
with Ultrahigh Loading for Selective Electrochemical Carbon 
Dioxide Reduction",10.1002/adma.201706287,NiSA-N-CNT,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,22.7,0,18.7,3.8,1.6,56.5,76.27180233,0,23.72819767,0,,,0,800,1,5,CO,KHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,5,7.2,,52.25546,71.16666,82.87295,89.41514,90.75505,89.41514,88.07523,,,,,1.33689,4.08989,9.86451,16.34334,23.42753,,,,,,-0.7,-0.59,0.59,90.75,23.42753,,,91764,
"Atomically Dispersed Transition Metals on Carbon Nanotubes 
with Ultrahigh Loading for Selective Electrochemical Carbon 
Dioxide Reduction",10.1002/adma.201706287,Ni-N-CNT,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon nanotube,0,0,0,0,1,0,0,22.7,0,18.7,11,1.6,56.5,35.30510585,0,64.69489415,0,,,0,400,1,5,CO,KHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,5,7.2,,35.86598,54.3883,61.48151,60.62162,52.73653,44.85144,36.96635,,,,,0.29052,0.6969,1.99631,3.74444,5.9045,,,,,,-0.55,-0.44,0.44,64,2.65108,,,13312.44,
"Controlled Synthesis of a Vacancy-Defect Single-Atom Catalyst for
Boosting CO2 Electroreduction",10.1002/anie.201912458,Ni-N3-V,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon cloth,0,0,1,0,0,0,0,0.48,0,,3,,,42.83164119,14.84993864,39.46781212,2.850608055,1.48,126,0,800,1,2.3,CO,KHCO3,0,0.5,,nafion 117,177.8,carbon paper,1,,1,7.2,,,,71.3522,84.56886,91.75896,93.93688,91.75896,,,,,,,,,30.79189,46.84003,59.98984,,,,-0.8,-0.69,0.69,93.93688,46.84003,,,10654,124
"Controlled Synthesis of a Vacancy-Defect Single-Atom Catalyst for
Boosting CO2 Electroreduction",10.1002/anie.201912458,Ni-N4,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon cloth,0,0,1,0,0,0,0,0.52,0,,3.9,,,40.25185773,16.42180498,41.97628907,1.350048216,1.27,,0,800,1,2.3,CO,KHCO3,0,0.5,,nafion 117,177.8,carbon paper,1,,1,7.2,,,,53.6007,82.39095,84.21085,79.52684,80.21303,,,,,,,,,7.12222,10.23524,15.44149,,,,-0.7,-0.59,0.59,84.21085,7.12222,,,1521,470
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn2Ni1-ZIF-8,Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,0.93,0,6.36,2.6,,,49.52830189,27.98742138,15.25157233,7.232704403,,1011,0,1000,4,3,CO,KHCO3,0,1,2,nafion 115,127,carbon paper,1,2,10,8.8,,,,85.37497,94.38902,95.05688,95.05688,92.63516,85.21833,,,,,,2.652,9.53104,18.97003,28.39708,34.65497,36.82208,,,-0.73,-0.62,0.62,95.56,21.72,,,,
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn1Ni1-ZIF-8,Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,2.07,0,7.29,2.7,,,53.6351166,29.76680384,11.65980796,4.938271605,,923,0,1000,4,3,CO,KHCO3,0,1,2,nafion 115,127,carbon paper,1,2,10,8.8,,,,90.44612,96.74128,98.40148,98.47432,97.23706,94.79525,,,,,,5.06304,15.03635,28.64924,41.76785,51.48969,57.34083,,,-0.73,-0.62,0.62,98.84,32.69,,,,
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn1Ni4-ZIF-8,Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,5.44,0,10.35,2.4,,,53.71980676,29.75845411,11.5942029,4.927536232,,871,0,1000,4,3,CO,KHCO3,0,1,2,nafion 115,127,carbon paper,1,2,10,8.8,,,,92.55912,96.74886,97.60684,97.82154,95.82588,92.97489,,,,,,10.43722,24.05268,39.74116,54.49972,64.53292,69.88552,,,-0.73,-0.62,0.62,97.82,45.25,,,,
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn2Ni1-ZIF-8 (900-4h),Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,0.72,0,11.37,2.7,,,63.67634125,21.63588391,10.55408971,4.133685136,,893,0,900,4,3,CO,KHCO3,0,1,2,nafion 115,127,carbon paper,1,2,10,8.8,,,,80.23903,86.45254,85.37522,86.21215,87.99643,87.38101,,,,,,2.21403,5.38966,8.54189,12.23275,15.72558,18.70036,,,-0.93,-0.82,0.82,88.46,16.87,,,,
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn1Ni1-ZIF-8 (900-4h),Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,1.45,0,12.69,2.7,,,67.13947991,21.19779354,7.407407407,4.255319149,,824,0,900,4,3,CO,KHCO3,0,1,2,nafion 115,127,carbon paper,1,2,10,8.8,,,,81.55222,90.03052,91.51946,92.80174,93.2696,91.78694,,,,,,3.83299,9.27921,17.12119,24.31212,30.1545,33.37138,,,-0.83,-0.72,0.72,93.3,26.52,,,,
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn1Ni4-ZIF-8 (900-4h),Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,5.03,0,10.75,2.7,,,63.34883721,21.30232558,10.88372093,4.465116279,,775,0,900,4,3,CO,KHCO3,0,1,2,nafion 115,127,carbon paper,1,2,10,8.8,,,,85.28435,94.29616,95.98385,95.21052,92.23484,87.53147,,,,,,9.47557,21.44929,33.69448,42.9162,47.68971,48.85292,,,-0.73,-0.62,0.62,96.17,37.72,,,,
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn1Ni4-ZIF-8,Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,5.44,0,10.35,2.4,,,53.71980676,29.75845411,11.5942029,4.927536232,,871,0,1000,4,3,CO,KHCO3,0,1,0.088,nafion 115,127,carbon paper,1,2,10,8.8,,,,83.07386,89.50072,95.92758,97.23689,97.20264,96.45538,94.53298,,,,,,3.5092,9.75104,19.07762,28.57699,37.85008,43.13153,,-0.83,-0.72,0.72,97.54,22.08,,,,
"Coordinatively unsaturated nickel-nitrogen sites towards selective 
and high-rate CO2 electroreduction",10.1039/C8EE00133B,C-Zn1Ni1-ZIF-8,Ni,58.693,28,7.61,1.91,111.54,8,121,none,ZIF-derived,1,0,0,0,0,0,0,2.07,0,7.29,2.7,,,53.6351166,29.76680384,11.65980796,4.938271605,,923,0,1000,4,3,CO,KHCO3,0,1,0.226,nafion 115,127,carbon paper,1,2,10,8.8,,,,74.25678,83.88565,93.51452,95.59407,94.86074,94.44053,92.1022,,,,,,2.86204,8.12274,15.87365,24.35246,32.5873,40.26146,,-0.83,-0.72,0.72,93,18.15,,,,
Efficient CO2 to CO electrolysis on solid Ni每N每C catalysts at industrial current densities,10.1039/C8EE02662A,NC,none,0,0,0,0,0,0,0,none,carbon black derived,0,0,0,0,0,1,0,0,0,7.494086279,0,4.343998176,85.52203485,27.11420385,50.1023332,7.638149816,15.14531314,,174,1,900,1,30,CO,KHCO3,0,0.1,0.75,not mentioned,177.8,glassy carbon,0,1,5,6.8,,,,50.59379,70.99759,50.59379,31.93162,13.26945,,,,,,,,0.42259,0.42259,0.54237,,,,,-0.56,-0.45,0.45,79.85,0.42259,,,,
Efficient CO2 to CO electrolysis on solid Ni每N每C catalysts at industrial current densities,10.1039/C8EE02662A,Fe-N-C,Fe,55.845,26,7.83,1.83,14.57,6,125,none,carbon black derived,0,0,0,0,0,1,0,1.05,0,6.525016676,4,4.461727019,83.89970328,37.97622264,37.66549581,7.768170765,16.59011078,,634,1,900,1,30,CO,KHCO3,0,0.1,0.75,not mentioned,177.8,glassy carbon,0,1,5,6.8,,,,70.8512,73.95917,49.24572,44.18734,39.12896,,,,,,,,2.31445,4.81137,4.43195,,,,,-0.57,-0.46,0.46,74.46,2.20781,,,,
Efficient CO2 to CO electrolysis on solid Ni每N每C catalysts at industrial current densities,10.1039/C8EE02662A,Ni-N-C,Ni,58.693,28,7.61,1.91,111.54,8,121,none,carbon black derived,0,0,0,0,0,1,0,10.2,0,4.006305851,4,2.381546766,86.94293203,38.87367064,43.38543345,7.694166935,10.04672897,,238,1,900,1,30,CO,KHCO3,0,0.1,0.75,not mentioned,177.8,glassy carbon,0,1,5,6.8,,,,50.24572,54.0175,50.24572,45.18734,40.12896,,,,,,,,0.94774,4.27232,10.26632,,,,,-0.72,-0.61,0.61,83,5.34348,,,,
"Electrochemical CO2 Reduction with Atomic Iron-Dispersed 
on Nitrogen-Doped Graphene",10.1002/aenm.201703487,Fe/NG-750,Fe,55.845,26,7.83,1.83,14.57,6,125,none,graphene,0,0,1,0,0,0,0,1.25,0,,4,,,56,22.1,16.2,5.7,,,0,750,1,,CO,KHCO3,0,0.1,0.32,not mentioned,177.8,carbon paper,1,2,20,6.8,,46.34264,69.38171,75.72579,77.73641,51.24572,46.18734,42.2705,31.32548,,,,0.22043,0.56628,1.20965,1.79185,2.28181,2.51586,2.17842,1.89072,1.72515,,-0.57,-0.46,0.46,81,1.65082,,,,
"Electrochemical Reduction of CO2 Catalyzed by Fe-N?C Materials: A
Structure?Selectivity Study",10.1021/acscatal.6b03353,Fe0.5d,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,1.5,0,,4,,,,,,,,,0,1050,1,,CO,NaHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,,7.2,,,65.95313,75.94703,73.85061,52.24572,47.18734,30.68727,16.21334,4.12301,,,,0.642977064,1.30976729,2.217394105,3.138455018,3.797425406,3.697567468,3.032714975,,,-0.5,-0.39,0.39,75.94,1.30976729,,,,
"Electrochemical Reduction of CO2 Catalyzed by Fe-N?C Materials: A
Structure?Selectivity Study",10.1021/acscatal.6b03353,Fe0.5d-950,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,2.1,0,,4,,,,,,,,,0,950,1,,CO,NaHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,,7.2,,,69.02597,73.85061,74.97062,53.24572,48.18734,35.68423,21.66978,11.53229,,,,0.723081549,1.789215654,3.02342266,4.095972246,4.75967147,4.45826637,3.49001775,,,-0.6,-0.49,0.49,74.94,3.02342266,,,,
"Electrochemical Reduction of CO2 Catalyzed by Fe-N?C Materials: A
Structure?Selectivity Study",10.1021/acscatal.6b03353,Fe1.0d,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,3.4,0,,4,,,,,,,,,0,1050,1,,CO,NaHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,,7.2,,,52.9151,55.18383,50.18688,54.24572,49.18734,28.13136,15.55282,6.53533,,,,0.785275959,1.572016247,2.27776668,2.946855113,3.742871018,3.860733781,2.889793275,,,-0.5,-0.39,0.39,55.18383,1.572016247,,,,
"Electrochemical Reduction of CO2 Catalyzed by Fe-N?C Materials: A
Structure?Selectivity Study",10.1021/acscatal.6b03353,Fe1.0w,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,3,0,,4,,,,,,,,,1,1050,1,,CO,NaHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,,7.2,,,30.05548,31.49138,30.05548,55.24572,50.18734,12.99691,9.29227,5.27174,,,,0.161854771,0.227559861,0.418441409,0.672899955,1.32829508,1.605802022,1.9764045,,,-0.5,-0.39,0.39,31.49138,0.227559861,,,,
"Electrochemical Reduction of CO2 Catalyzed by Fe-N?C Materials: A
Structure?Selectivity Study",10.1021/acscatal.6b03353,Fe4.0d,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,12,0,,12,,,,,,,,,0,1050,1,,CO,NaHCO3,0,0.5,1,not mentioned,177.8,carbon paper,1,1,,7.2,,,7.68406,8.94766,10.58459,56.24572,51.18734,3.49121,2.02659,0.59068,,,,0.013569282,0.0364984,0.118674423,0.213877331,0.362459032,0.510418393,0.568731477,,,-0.6,-0.49,0.49,10.58459,0.118674423,,,,
"Electrochemical Reduction of CO2 Catalyzed by Fe-N?C Materials: A
Structure?Selectivity Study",10.1021/acscatal.6b03353,Fe0.5d,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,1.5,0,,4,,,,,,,,,0,1050,1,,CO,NaHCO3,0,0.1,1,not mentioned,177.8,carbon paper,1,1,,6.8,,,,87.07515,91.89114,57.24572,52.18734,47.12896,,,,,,,2.577015187,4.48742112,6.407502047,7.783531789,,,,,-0.6,-0.49,0.49,91.89114,4.48742112,,,,
"Electrochemical Reduction of CO2 Catalyzed by Fe-N?C Materials: A
Structure?Selectivity Study",10.1021/acscatal.6b03353,Fe0.5d,Fe,55.845,26,7.83,1.83,14.57,6,125,none,ZIF-derived,1,0,0,0,0,0,0,1.5,0,,4,,,,,,,,,0,1050,1,,CO,NaHCO3,0,1,1,not mentioned,177.8,carbon paper,1,1,,8.8,,,,68.84532,65.0339,58.24572,53.18734,48.12896,,,,,,,3.841155784,6.559865439,8.574063897,8.914427652,,,,,-0.5,-0.39,0.39,68.84532,3.841155784,,,,
"Encapsulation of Iron Nitride by Fe?N?C Shell
Enabling Highly Efficient Electroreduction of
CO2 to CO",10.1021/acsenergylett.8b00474,pristine Fe-N/CNF,Fe,55.845,26,7.83,1.83,14.57,6,125,none,PAN derived,0,0,0,1,0,0,0,2.59081336,0,3.712426963,4,13.04734863,80.64941105,24,14,47,15,0.99,103.4,1,950,0,10,CO,KHCO3,0,0.1,1,nafion 115,127,glassy carbon,0,1,10,6.8,,,50.1639,69.23597,67.7514,50.71932,33.68724,16.65516,,,,,,0.44862,1.11068,2.66522,5.13794,,,,,,-0.53,-0.42,0.42,72.89,1.5424,,,,181
"Encapsulation of Iron Nitride by Fe?N?C Shell
Enabling Highly Efficient Electroreduction of
CO2 to CO",10.1021/acsenergylett.8b00474,Fe-N/CNF-1,Fe,55.845,26,7.83,1.83,14.57,6,125,none,PAN derived,0,0,0,1,0,0,0,1.616423984,0,3.706157115,4,5.493455395,89.18705203,29.5,10,50,10.5,,365.9,1,950,0.167,10,CO,KHCO3,0,0.1,1,nafion 115,127,glassy carbon,0,1,10,6.8,,,65.88808,83.66757,66.70039,51,35.29961,19.59922,,,,,,0.634805296,2.260697741,2.384412212,2.2831323,,,,,,-0.53,-0.42,0.42,84,2.2848,,,,
"Encapsulation of Iron Nitride by Fe?N?C Shell
Enabling Highly Efficient Electroreduction of
CO2 to CO",10.1021/acsenergylett.8b00474,Fe-N/CNF-2,Fe,55.845,26,7.83,1.83,14.57,6,125,none,PAN derived,0,0,0,1,0,0,0,1.54072305,0,3.683715873,8,4.298219181,90.4773419,35,6,53,6,1.15,692.6,1,950,0.333,10,CO,KHCO3,0,0.1,1,nafion 115,127,glassy carbon,0,1,10,6.8,,,82.56968,93.08709,91.67031,72.75461,53.83891,34.92321,,,,,,1.03295,3.29066,7.50323,9.87875,,,,,,-0.53,-0.42,0.42,94.92,4.70793,,,3104,140
"Encapsulation of Iron Nitride by Fe?N?C Shell
Enabling Highly Efficient Electroreduction of
CO2 to CO",10.1021/acsenergylett.8b00474,Fe-N/CNF-4,Fe,55.845,26,7.83,1.83,14.57,6,125,none,PAN derived,0,0,0,1,0,0,0,1.458713195,0,2.291780881,8,3.073524981,93.17598094,29.5,5.5,59,6,,480.5,1,950,0.667,10,CO,KHCO3,0,0.1,1,nafion 115,127,glassy carbon,0,1,10,6.8,,,61.33703,84.86742,74.83465,49.97417,25.11369,0.25321,,,,,,0.88827,2.37065,5.22266,7.34336,,,,,,-0.53,-0.42,0.42,87,3.44562,,,,
"Encapsulation of Iron Nitride by Fe?N?C Shell
Enabling Highly Efficient Electroreduction of
CO2 to CO",10.1021/acsenergylett.8b00474,NCNF,none,0,0,0,0,0,0,0,none,PAN derived,0,0,0,1,0,0,0,0,0,4.306736035,0,4.644473316,91.04879065,24,5,65,6,,770.8,1,900,3,3,CO,KHCO3,0,0.1,1,nafion 115,127,glassy carbon,0,1,10,6.8,,,42.25325,70.34846,80.43451,69.8,59.16549,48.53098,,,,,,0.32988,0.79429,1.79877,3.04494,,,,,,-0.58,-0.47,0.47,81.56,1.52728,,,,170
"Encapsulation of Iron Nitride by Fe?N?C Shell
Enabling Highly Efficient Electroreduction of
CO2 to CO",10.1021/acsenergylett.8b00474,Fe-N/CNF-L,Fe,55.845,26,7.83,1.83,14.57,6,125,none,PAN derived,0,0,0,1,0,0,0,0.730148612,0,3.641154155,8,4.132904356,91.49579288,35,6,53,6,,721.3,1,950,0.333,10,CO,KHCO3,0,0.1,1,nafion 115,127,glassy carbon,0,1,10,6.8,,,64.52524,81.83737,80.34507,69.58084,58.81661,48.05238,,,,,,0.457200041,1.516569222,3.353530911,4.269208977,,,,,,-0.53,-0.42,0.42,86,2.05282,,,,
"Encapsulation of Iron Nitride by Fe?N?C Shell
Enabling Highly Efficient Electroreduction of
CO2 to CO",10.1021/acsenergylett.8b00474,Fe-N/CNF-2,Fe,55.845,26,7.83,1.83,14.57,6,125,none,PAN derived,0,0,0,1,0,0,0,1.54072305,0,3.683715873,8,4.298219181,90.4773419,35,6,53,6,1.15,692.6,1,950,0.333,10,CO,KHCO3,0,0.5,1,nafion 115,127,glassy carbon,0,1,10,7.2,,,82.33278,93.3056,89.1703,85.035,80.8997,76.7644,,,,,,1.830726996,6.396388127,9.38651163,,,,,,,-0.53,-0.42,0.42,94,6.5894,,,,
"Exclusive Ni?N4 Sites Realize Near-Unity CO Selectivity for
Electrochemical CO2 Reduction",10.1021/jacs.7b09074,N-C,none,0,0,0,0,0,0,0,none,glucose g-C3N4 derived,0,0,0,0,0,0,1,0,0,,0,,,13.21755909,0,74.03119473,12.75124618,,,0,1000,1,,CO,KHCO3,0,0.5,,not mentioned,177.8,glassy carbon,0,0.19625,20,7.2,,,58.67099,63.22709,50.62684,35.09173,15.43792,7.08442,,,,,,0.293560298,0.427781846,0.809472545,0.963713653,0.717807703,0.549916059,,,,-0.51,-0.4,0.4,63.8,0.427781846,,,,444
